"ID","Name","Description","Model","Serial Number","Barcode","Additional Information","Location Name","Area","Parent Asset Name","Worker Email","Category","Purchase Date","Service Date","Purchase Price","Warranty Expiration Date","Residual Price","Useful Life (number)","Useful Life (unit)","Depreciation Rate","Track Check Ins/Outs","Check In/Out","Check In Procedure","Check Out Procedure","Created At","Status","Current Value","Parts Names","Team Names","Customer Assigned Names","Vendor Assigned Names","Manufacturer Name","Operating Schedule"
"riX5M8bDWi","Headset DP VR E4C123","Headset Type: E4C
Make: DP VR
Tech: Henry
Date:8/21/25
Comments: New Headset","DP VR E4C","E4C123","E4C123",,"Midway - USS Midway Museum (FANA)",,,,"Assets","","",,"",,"","","",false,,,,"10/14/2025 02:08 PM","Operational",,"","","","",,
"c33JK1usj8","Headset DP VR E4C124","Headset Type: E4C
Make: DP VR
Tech: Henry
Date:10/13/25
Comments: New Headset","DP VR E4C","E4C124","E4C124","","Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,"","","10/14/2025 02:08 PM","Operational",,"","","","",,
"rFA2TH9CYE","Headset DP VR E4C124","Headset Type: E4C
Make: DP VR
Tech: Henry
Date:10/13/25
Comments: New Headset","DP VR E4C","E4C124","E4C124","","HAZY-Steven F. Udvar-Hazy Center",,,,"Assets","","",,"",,"","","",false,,"","","12/18/2025 04:19 PM","Operational",,"","","","",,
"7ZOo5vRi3L","Headset DP VR E4C125","Headset Type: E4C
Make: DP VR
Tech: Henry
Date:10/13/25
Comments: New Headset","DP VR E4C","E4C125","E4C125","","Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,"","","10/14/2025 02:08 PM","Operational",,"","","","",,
"WmKQcewKaD","Headset DP VR E4C126","Headset Type: E4C
Make: DP VR
Tech: Henry
Date:10/13/25
Comments: New Headset","DP VR E4C","E4C126","E4C126",,"HAZY-Steven F. Udvar-Hazy Center",,,,"Assets","","",,"",,"","","",false,,,,"10/14/2025 02:08 PM","Operational",,"","","","",,
"bwTMEOEHHo","Headset DP VR E4C127","Headset Type: E4C
Make: DP VR
Tech: Henry
Date:10/13/25
Comments: New Headset","DP VR E4C","E4C127","E4C127",,"Intrepid - Intrepid Sea Air & Space Museum (FANA)",,,,"Assets","","",,"",,"","","",false,,,,"10/14/2025 02:08 PM","Operational",,"","","","",,
"eaL38TifnS","Headset DP VR E4C128","Headset Type: E4C
Make: DP VR
Tech: Henry
Date:10/13/25
Comments: New Headset","DP VR E4C","E4C128","E4C128",,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"10/14/2025 02:08 PM","Operational",,"","","","",,
"VoClAQR89B","Headset DP VR E4C129","Headset Type: E4C
Make: DP VR
Tech: Henry
Date:8/21/25
Comments: New Headset","DP VR E4C","E4C129","E4C129","","Midway - USS Midway Museum (FANA)","",,,"Assets","","",,"",,"","","",false,,"","","10/14/2025 02:08 PM","Operational",,"","","","",,
"B2VwPEr8fA","Headset DP VR E4C130","Headset Type: E4C
Make: DP VR
Tech: Henry
Date:10/13/25
Comments: New Headset","DP VR E4C","E4C130","E4C130",,"Patriots Point-Patriots Point Naval & Maritime Museum (FANA)",,,,"Assets","","",,"",,"","","",false,,,,"10/14/2025 02:08 PM","Operational",,"","","","",,
"MhaDHVyBPm","Headset DP VR E4C131","Headset Type: E4C
Make: DP VR
Tech: Henry
Date:10/13/25
Comments: New Headset","DP VR E4C","E4C131","E4C131",,"USSRC-U.S. Space and Rocket Center",,,,"Assets","","",,"",,"","","",false,,,,"10/14/2025 02:08 PM","Operational",,"","","","",,
"qqj4BNKoeB","Headset DP VR E4C132","Headset Type: E4C
Make: DP VR
Tech: Henry
Date:10/13/25
Comments: New Headset","DP VR E4C","E4C132","E4C132",,"Midway - USS Midway Museum (FANA)",,,,"Assets","","",,"",,"","","",false,,,,"10/14/2025 02:08 PM","Operational",,"","","","",,
"k7DD4Vs6MY","Headset DP VR E4C133","Headset Type: E4C
Make: DP VR
Tech: Henry
Date:10/13/25
Comments: New Headset","DP VR E4C","E4C133","E4C133",,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",,,,,"10/14/2025 02:08 PM","Operational",,"","","","",,
"0js0obdfds","Headset DP VR E4C134","Headset Type: E4C
Make: DP VR
Tech: Henry
Date:10/13/25
Comments: New Headset","DP VR E4C","E4C134","E4C134",,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",,,,,"10/14/2025 02:08 PM","Operational",,"","","","",,
"fpyX1CNns3","Headset DP VR E4C135","Headset Type: E4C
Make: DP VR
Tech: Henry
Date:8/21/25
Comments: New Headset","DP VR E4C","E4C135","E4C135",,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"10/14/2025 02:08 PM","Operational",,"","","","",,
"Kd4ULKeAqn","Headset DP VR E4C136","Headset Type: E4C
Make: DP VR
Tech: Henry
Date:10/13/25
Comments: New Headset","DP VR E4C","E4C136","E4C136",,"Patriots Point-Patriots Point Naval & Maritime Museum (FANA)",,,,"Assets","","",,"",,"","","",false,,,,"10/14/2025 02:08 PM","Operational",,"","","","",,
"xn3ApJMY5W","Headset DP VR E4C137","Headset Type: E4C
Make: DP VR
Tech: Henry
Date:10/13/25
Comments: New Headset","DP VR E4C","E4C137","E4C137",,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",,,,,"10/14/2025 02:08 PM","Operational",,"","","","",,
"M5dBeLUC22","Headset DP VR E4C138","Headset Type: E4C
Make: DP VR
Tech: Henry
Date:10/13/25
Comments: New Headset","DP VR E4C","E4C138","E4C138",,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"10/14/2025 02:08 PM","Operational",,"","","","",,
"jKkhbhJzMe","Headset DP VR E4C139","Headset Type: E4C
Make: DP VR
Tech: Henry
Date:10/13/25
Comments: New Headset","DP VR E4C","E4C139","E4C139",,"USSRC-U.S. Space and Rocket Center",,,,"Assets","","",,"",,"","","",false,,,,"10/14/2025 02:08 PM","Operational",,"","","","",,
"DigFvLr7wL","Headset DP VR E4C140","Headset Type: E4C
Make: DP VR
Tech: Henry
Date:10/13/25
Comments: New Headset","DP VR E4C","E4C140","E4C140",,"SCH-Space Center Houston",,,,"Assets","","",,"",,"","","",false,,,,"10/14/2025 02:08 PM","Operational",,"","","","",,
"D8FSst7Au8","Headset DP VR E4C141","Headset Type: E4C
Make: DP VR
Tech: 
Date:
Comments:","DP VR E4C","E4C141","E4C141",,"Intrepid - Intrepid Sea Air & Space Museum (FANA)",,,,"Assets","","",,"",,"","","",false,,,,"03/16/2026 09:18 AM","Operational",,"","","","",,
"rBzfGf1SN1","Headset DP VR E4C142","Headset Type: E4C
Make: DP VR
Tech: 
Date:
Comments: 
","DP VR E4C","E4C142","E4C142",,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"03/16/2026 09:09 AM","Operational",,"","","","",,
"7wpaICCZ1n","Headset DP VR E4C143","Headset Type: E4C
Make: DP VR
Tech:
Date:
Comments: ","DP VR E4C","E4C143","E4C143",,"Patriots Point-Patriots Point Naval & Maritime Museum (FANA)",,,,"Assets","","",,"",,"","","",,,,,"03/03/2026 09:48 AM","Operational",,"","","","",,
"Pe0jQTW8Q8","Headset DP VR E4C144","Headset Type: E4C
Make: DP VR
Tech: 
Date:
Comments:","DP VR E4C","E4C144","E4C144",,"SCH-Space Center Houston",,,,"Assets","","",,"",,"","","",false,,,,"03/16/2026 09:18 AM","Operational",,"","","","",,
"jLBVkCtj7J","Headset DP VR E4C145","Headset Type: E4C
Make: DP VR
Tech: 
Date:
Comments:","DP VR E4C","E4C145","E4C145",,"SCH-Space Center Houston",,,,"Assets","","",,"",,"","","",false,,,,"03/16/2026 09:18 AM","Operational",,"","","","",,
"ZY35PzNZTE","Headset DP VR E4C146","Headset Type: E4C
Make: DP VR
Tech: 
Date:
Comments: 
","DP VR E4C","E4C146","E4C146",,"USAFM-National Museum of the United States Air Force",,,,"Assets","","",,"",,"","","",false,,,,"03/16/2026 09:04 AM","Operational",,"","","","",,
"rpAVyDr0Ca","Headset DP VR E4C147","Headset Type: E4C
Make: DP VR
Tech: 
Date:
Comments:","DP VR E4C","E4C147","E4C147",,"SCH-Space Center Houston",,,,"Assets","","",,"",,"","","",false,,,,"03/16/2026 09:18 AM","Operational",,"","","","",,
"iTPPfixGWT","Headset DP VR E4C148","Headset Type: E4C
Make: DP VR
Tech: 
Date:
Comments:","DP VR E4C","E4C148","E4C148",,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"03/16/2026 09:18 AM","Operational",,"","","","",,
"Kb5hU5HaPH","Headset DP VR E4C149","Headset Type: E4C
Make: DP VR
Tech: 
Date:
Comments:","DP VR E4C","E4C149","E4C149",,"Intrepid - Intrepid Sea Air & Space Museum (FANA)",,,,"Assets","","",,"",,"","","",false,,,,"03/16/2026 09:18 AM","Operational",,"","","","",,
"zuqXFZXT4C","Headset DP VR E4C150","Headset Type: E4C
Make: DP VR
Tech: 
Date:
Comments:","DP VR E4C","E4C150","E4C150",,"Patriots Point-Patriots Point Naval & Maritime Museum (FANA)",,,,"Assets","","",,"",,"","","",false,,,,"03/16/2026 09:18 AM","Operational",,"","","","",,
"hcXXcttcqR","Headset DP VR E4C151","Headset Type: E4C
Make: DP VR
Tech: 
Date:
Comments:","DP VR E4C","E4C151","E4C151",,"SCH-Space Center Houston",,,,"Assets","","",,"",,"","","",false,,,,"03/16/2026 09:18 AM","Operational",,"","","","",,
"AEpoX6j0QB","Headset DP VR E4C152","Headset Type: E4C
Make: DP VR
Tech: 
Date:
Comments:","DP VR E4C","E4C152","E4C152","","Pulseworks Shop","",,,"Assets","","",,"",,"","","",false,,"","","03/16/2026 09:18 AM","Operational",,"","","","",,
"j2sVbSafqh","Headset DP VR E4C153","Headset Type: E4C 
Make: DP VR
Tech: 
Date:7/14/26 
Comments: Used Headset
","DP VR E4C","E4C153",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"07/14/2026 01:58 PM","Operational",,"","","","",,
"Z6vFzC5zFU","Headset HP HP001","Headset Type: HP Reverb G2
Make: HP
S/N: 8CCC251232K
Tech: 
Date:3/13/25
Comments: Used Headset","HP Reverb G2","HP001",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"03/27/2025 10:58 AM","Operational",,"","","","",,
"sgEIqAKcB7","Headset HP HP002","Headset Type: HP Reverb G2
Make: HP
S/N:8CC251Z17X
Tech:
Date:3/3/25
Comments: Used Headset","HP Reverb G2","HP002",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"03/27/2025 11:01 AM","Operational",,"","","","",,
"OScckLWV1w","Headset HP HP003","Headset Type: HP Reverb G2
Make: HP
S/N:8CC251Z16X
Tech:
Date:3/3/25
Comments: Used Headset","HP Reverb G2","HP003",,,"FMNH-Field Museum of Natural History",,,,"Assets","","",,"",,"","","",false,,,,"03/27/2025 11:02 AM","Operational",,"","","","",,
"Jwss9P8HNU","Headset HP HP004","Headset Type: HP Reverb G2
Make: HP
S/N:8CC329Z39S
Tech:
Date:3/3/25
Comments: Used Headset","HP Reverb G2","HP004",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"03/27/2025 11:04 AM","Operational",,"","","","",,
"4YRqCEekCl","Headset HP HP005","Headset Type: HP Reverb G2
Make: HP
S/N:8CC202Z22J4
Tech:
Date:3/3/25
Comments: Used Headset","HP Reverb G2","HP005",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"03/27/2025 11:06 AM","Operational",,"","","","",,
"fOCKbhVwOB","Headset HP HP006","Headset Type: HP Reverb G2
Make: HP
S/N:
Tech:
Date:3/3/25
Comments: Used Headset","HP Reverb G2","HP006",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"03/27/2025 11:07 AM","Operational",,"","","","",,
"ZoOBBmuiFR","Headset HP HP007","Headset Type: HP Reverb G2
Make: HP
S/N:8CC124Z0R2
Tech:
Date:3/3/25
Comments: Used Headset","HP Reverb G2","HP007",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"03/27/2025 11:10 AM","Operational",,"","","","",,
"JKbmjGLATE","Headset HP HP008","Headset Type: HP Reverb G2
Make: HP
S/N:8CC2282C02
Tech:
Date:3/3/25
Comments: Used Headset","HP Reverb G2","HP008",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"03/28/2025 07:51 AM","Operational",,"","","","",,
"OyBxe16dTp","Headset HP HP009","Headset Type: HP Reverb G2
Make: HP
S/N:8CC307Z1SP
Tech:
Date:3/3/25
Comments: Used Headset","HP Reverb G2","HP009",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"03/28/2025 07:51 AM","Operational",,"","","","",,
"CtfExpvy7y","Headset HP HP010","Headset Type: HP Reverb G2
Make: HP
S/N:8CC311Z00H
Tech:
Date:3/3/25
Comments: Used Headset","HP Reverb G2","HP010",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"03/28/2025 07:51 AM","Operational",,"","","","",,
"dRctHod7Hr","Headset HP HP011","Headset Type: HP Reverb G2
Make: HP
S/N:8CC228Z1MB
Tech:
Date:3/3/25
Comments: Used Headset","HP Reverb G2","HP011","","","Pulseworks Shop","",,,"Assets","","",,"",,"","","",false,,"","","03/28/2025 07:51 AM","Operational",,"","","","",,
"6m3wFi06o0","Headset HP HP012","Headset Type: HP Reverb G2
Make: HP
S/N:8CC052Z0HV
Tech:
Date:3/3/25
Comments: Used Headset","HP Reverb G2","HP012",,,"MSI-Museum of Science and Industry",,,,"Assets","","",,"",,"","","",false,,,,"03/28/2025 07:51 AM","Operational",,"","","","",,
"lfxZYnLxiU","Headset HP HP013","Headset Type: HP Reverb G2
Make: HP
S/N:8CC306Z006
Tech:
Date:3/3/25
Comments: Used Headset","HP Reverb G2","HP013",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"03/28/2025 07:51 AM","Operational",,"","","","",,
"SNzPbeVzr0","Headset HP HP014","Headset Type: HP Reverb G2
Make: HP
S/N:6CC891Z0ML
Tech:
Date:3/3/25
Comments: Used Headset","HP Reverb G2","HP014",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"03/28/2025 07:51 AM","Operational",,"","","","",,
"z4KSvIfHL0","Headset HP HP015","Headset Type: HP Reverb G2
Make: HP
S/N:8CC251Z0MX
Tech:
Date:3/3/25
Comments: Used Headset","HP Reverb G2","HP015","HP015",,"SLSC-St. Louis Science Center",,,,"Assets","","",,"",,"","","",false,,,,"03/28/2025 07:51 AM","Operational",,"","","","",,
"GE8UqRnAfE","Headset HP HP016","Headset Type: HP Reverb G2
Make: HP
S/N:8CC251Z2PR
Tech:
Date:3/3/25
Comments: Used Headset","HP Reverb G2","HP016",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"03/28/2025 07:51 AM","Operational",,"","","","",,
"SdRLSVQpE1","Headset HP HP017","Headset Type: HP Reverb G2
Make: HP
S/N:8CC202Z1NC
Tech:
Date:3/3/25
Comments: Used Headset","HP Reverb G2","HP017",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"03/28/2025 07:51 AM","Operational",,"","","","",,
"GuZx5PVIdm","Headset HP HP018","Headset Type: HP Reverb G2
Make: HP
S/N:8CC307Z0R8
Tech:
Date:3/3/25
Comments: Used Headset","HP Reverb G2","HP018",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"03/28/2025 07:51 AM","Operational",,"","","","",,
"YHpaXuyAmL","Headset HP HP019","Headset Type: HP Reverb G2
Make: HP
S/N:8CC315Z3WG
Tech:
Date:3/3/25
Comments: Used Headset","HP Reverb G2","HP019",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"03/28/2025 07:51 AM","Operational",,"","","","",,
"6QLlB5HUDI","Headset HP HP020","Headset Type: HP Reverb G2
Make: HP
S/N:8CC251Z25B
Tech:
Date:3/3/25
Comments: Used Headset","HP Reverb G2","HP020",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"03/28/2025 07:51 AM","Operational",,"","","","",,
"dMhsgEFbzy","Headset HP HP021","Headset Type: HP Reverb G2
Make: HP
S/N:
Tech:
Date:3/3/25
Comments: Used Headset","HP Reverb G2","HP021",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"03/28/2025 07:51 AM","Operational",,"","","","",,
"9sOL6WlBGS","Headset HP HP022","Headset Type: HP Reverb G2
Make: HP
S/N:8CC243Z0KS
Tech:
Date:3/3/25
Comments: Used Headset","HP Reverb G2","HP022",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"03/28/2025 07:51 AM","Operational",,"","","","",,
"OiqXmH4rYH","Headset HP HP023","Headset Type: HP Reverb G2
Make: HP
S/N:8CC228Z06P
Tech:
Date:3/3/25
Comments: Used Headset","HP Reverb G2","HP023",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"03/28/2025 07:51 AM","Operational",,"","","","",,
"ZbJN664kTb","Headset HP HP024","Headset Type: HP Reverb G2
Make: HP
S/N:8CC307Z21CH
Tech:
Date:3/3/25
Comments: Used Headset","HP Reverb G2","HP024",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"03/28/2025 07:51 AM","Operational",,"","","","",,
"pPByRrwAVn","Headset HP HP025","Headset Type: HP Reverb G2
Make: HP
S/N:8CC243Z0MP
Tech:
Date:3/3/25
Comments: Used Headset","HP Reverb G2","HP025",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"03/28/2025 07:51 AM","Operational",,"","","","",,
"1iavjABYTT","Headset HP HP026","Headset Type: HP Reverb G2
Make: HP
S/N:8CC228Z0M2
Tech:
Date:3/3/25
Comments: Used Headset","HP Reverb G2","HP026",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"03/28/2025 07:51 AM","Operational",,"","","","",,
"qyMyQHEQj9","Headset HP HP027","Headset Type: HP Reverb G2
Make: HP
S/N:
Tech:
Date:3/3/25
Comments: Used Headset","HP Reverb G2","HP027",,,"FMNH-Field Museum of Natural History",,,,"Assets","","",,"",,"","","",false,,,,"03/28/2025 07:51 AM","Operational",,"","","","",,
"k4qdSr8jK9","Headset HP HP028","Headset Type: HP Reverb G2
Make: HP
S/N:
Tech:
Date:3/10/25
Comments: Used Headset","HP Reverb G2","HP028",,,"FMNH-Field Museum of Natural History",,,,"Assets","","",,"",,"","","",false,,,,"03/28/2025 07:51 AM","Operational",,"","","","",,
"tGXyWmiM8y","Headset HP HP029","Headset Type: HP Reverb G2
Make: HP
S/N: 
Tech: Hugo
Date:3/6/25
Comments: Used Headset","HP Reverb G2","HP029",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"03/20/2025 08:02 AM","Operational",,"","","","",,
"WMsADl4vK5","Headset HP HP030","Headset Type: HP Reverb G2
Make: HP
S/N: 8CC311Z0M8
Tech: Hugo
Date:3/6/25
Comments: Used Headset","HP Reverb G2","HP030",,"","Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,"","","03/20/2025 08:05 AM","Operational",,"","","","",,
"pYKMCe6T3O","Headset HP HP031","Headset Type: HP Reverb G2
Make: HP
Tech: Ethen/Miheer
Date:4/25/25
Comments: Used Headset","HP Reverb G2","HP031",,,"SLSC-St. Louis Science Center",,,,"Assets","","",,"",,"","","",false,,,,"05/29/2025 02:36 PM","Operational",,"","","","",,
"Xj9wHRVvOr","Headset HP HP032","Headset Type: HP Reverb G2
Make: HP
Tech: Ethen/Miheer
Date:4/25/25
Comments: Used Headset","HP Reverb G2","HP032",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"05/29/2025 02:36 PM","Operational",,"","","","",,
"8QCZgIO0Fu","Headset HP HP033","Headset Type: HP Reverb G2
Make: HP
Tech: Ethen/Miheer
Date:4/25/25
Comments: Used Headset","HP Reverb G2","HP033",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"05/29/2025 02:36 PM","Operational",,"","","","",,
"XIZG9uC13R","Headset HP HP034","Headset Type: HP Reverb G2
Make: HP
S/N:
Tech: 
Date:
Comments:
","HP Reverb G2 ","HP034",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"09/11/2025 01:29 PM","Operational",,"","","","",,
"narMs7tFcE","Headset HP HP035","Headset Type: HP Reverb G2
Make: HP
Tech: Ethen/Miheer
Date:4/25/25
Comments: Used Headset","HP Reverb G2","HP035",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"05/29/2025 02:36 PM","Operational",,"","","","",,
"hbXXrOCCpv","Headset HP HP036","Headset Type: HP Reverb G2
Make: HP
Tech: Ethen/Miheer
Date:4/25/25
Comments: Used Headset","HP Reverb G2","HP036",,,"MOF-Museum of Flight",,,,"Assets","","",,"",,"","","",false,,,,"05/29/2025 02:36 PM","Operational",,"","","","",,
"zyZGOlfELo","Headset HP HP037","Headset Type: HP Reverb G2
Make: HP
Tech: Ethen/Miheer
Date:4/25/25
Comments: Used Headset","HP Reverb G2","HP037",,,"SLSC-St. Louis Science Center",,,,"Assets","","",,"",,"","","",false,,,,"05/29/2025 02:36 PM","Operational",,"","","","",,
"1Hmu4BC7P9","Headset HP HP038","Headset Type: HP Reverb G2
Make: HP
Tech: Ethen/Miheer
Date:4/25/25
Comments: Used Headset","HP Reverb G2","HP038",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",,,,,"05/29/2025 02:36 PM","Operational",,"","","","",,
"JVjUt206yb","Headset HP HP039","Headset Type: HP Reverb G2
Make: HP
Tech: Ethen/Miheer
Date:4/25/25
Comments: Used Headset","HP Reverb G2","HP039",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"05/29/2025 02:36 PM","Operational",,"","","","",,
"lYlkHiuhfX","Headset HP HP040","Headset Type: HP Reverb G2
Make: HP
Tech: Ethen/Miheer
Date:4/25/25
Comments: Used Headset","HP Reverb G2","HP040",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"05/29/2025 02:36 PM","Operational",,"","","","",,
"1N8OF2Qwfr","Headset HP HP042","Headset Type: HP Reverb G2
Make: HP
Tech: Ethen/Miheer
Date:4/25/25
Comments: Used Headset","HP Reverb G2","HP042","","","Pulseworks Shop","",,,"Assets","","",,"",,"","","",false,,"","","05/29/2025 02:36 PM","Operational",,"","","","",,
"vkZKaKp2Gg","Headset HP HP043","Headset Type: HP Reverb G2
Make: HP
Tech: Ethen/Miheer
Date:4/25/25
Comments: Used Headset","HP Reverb G2","HP043",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"05/29/2025 02:36 PM","Operational",,"","","","",,
"aDbBcMoJUk","Headset HP HP044","Headset Type: HP Reverb G2
Make: HP
Tech: Ethen/Miheer
Date:4/25/25
Comments: Used Headset","HP Reverb G2","HP044",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"05/29/2025 02:36 PM","Operational",,"","","","",,
"KtwAWLEiaM","Headset HP HP045","Headset Type: HP Reverb G2
Make: HP
Tech: Ethen/Miheer
Date:4/25/25
Comments: Used Headset","HP Reverb G2","HP045",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"05/29/2025 02:36 PM","Operational",,"","","","",,
"exAb0Q0aIR","Headset HP HP046","Headset Type: HP Reverb G2
Make: HP
S/N:
Tech: 
Date:
Comments: 
","HP Reverb G2 ","HP046","HP046",,"MSI-Museum of Science and Industry",,,,"Assets","","",,"",,"","","",,,,,"03/23/2026 06:47 AM","Operational",,"","","","",,
"j0S6wh1AOm","Headset HP HP047","Headset Type: HP Reverb G2
Make: HP
Tech: Ethen/Miheer
Date:4/25/25
Comments: Used Headset","HP Reverb G2","HP047",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"05/29/2025 02:36 PM","Operational",,"","","","",,
"eJ9FniSeSk","Headset HP HP048","Headset Type: HP Reverb G2
Make: HP
Tech: Ethen/Miheer
Date:4/25/25
Comments: Used Headset","HP Reverb G2","HP048",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"05/29/2025 02:36 PM","Operational",,"","","","",,
"ktecDU2RM8","Headset HP HP049","Headset Type: HP Reverb G2
Make: HP
Tech: Ethen/Miheer
Date:4/25/25
Comments: Used Headset","HP Reverb G2","HP049",,,"USSRC-U.S. Space and Rocket Center",,,,"Assets","","",,"",,"","","",false,,,,"05/29/2025 02:36 PM","Operational",,"","","","",,
"DesHvWki3x","Headset HP HP051","Headset Type: HP Reverb G2
Make: HP
Tech: Ethen/Miheer
Date:4/25/25
Comments: Used Headset","HP Reverb G2","HP051","","","MSI-Museum of Science and Industry","",,,"Assets","","",,"",,"","","",false,,"","","05/29/2025 02:36 PM","Operational",,"","","","",,
"EGyKKicWts","Headset HP HP053","Headset Type: HP Reverb G2
Make: HP
Tech: Ethen/Miheer
Date:4/25/25
Comments: Used Headset","HP Reverb G2","HP053",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"05/29/2025 02:36 PM","Operational",,"","","","",,
"tRNkXq6ukR","Headset HP HP054","Headset Type: HP Reverb G2
Make: HP
Tech: Ethen/Miheer
Date:4/25/25
Comments: Used Headset","HP Reverb G2","HP054","","","Pulseworks Shop","",,,"Assets","","",,"",,"","","",false,,"","","05/29/2025 02:36 PM","Operational",,"","","","",,
"SQfYFMh9gI","Headset HP HP055","Headset Type: HP Reverb G2
Make: HP
Tech: Ethen/Miheer
Date:4/25/25
Comments: Used Headset","HP Reverb G2","HP055",,,"MSI-Museum of Science and Industry",,,,"Assets","","",,"",,"","","",false,,,,"05/29/2025 02:36 PM","Operational",,"","","","",,
"C8AnPoMnYc","Headset HP HP056","Headset Type: HP Reverb G2
Make: HP
Tech: Ethen/Miheer
Date:4/25/25
Comments: Used Headset","HP Reverb G2","HP056",,"","Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,"","","05/29/2025 02:36 PM","Operational",,"","","","",,
"rBBxwkd2kq","Headset HP HP057","Headset Type: HP Reverb G2
Make: HP
Tech: Ethen/Miheer
Date:4/25/25
Comments: Used Headset","HP Reverb G2","HP057",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"05/29/2025 02:36 PM","Operational",,"","","","",,
"Qb71qEQJnq","Headset HP HP058","Headset Type: HP Reverb G2
Make: HP
Tech: Ethen/Miheer
Date:4/25/25
Comments: Used Headset","HP Reverb G2","HP058","","","FMNH-Field Museum of Natural History","",,,"Assets","","",,"",,"","","",false,,"","","05/29/2025 02:36 PM","Operational",,"","","","",,
"lNELKOnGM2","Headset HP HP060","Headset Type: HP Reverb G2
Make: HP
Tech: Ethen/Miheer
Date:4/25/25
Comments: Used Headset","HP Reverb G2","HP060",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"05/29/2025 02:36 PM","Operational",,"","","","",,
"dGrt3uQDsZ","Headset HP HP061","Headset Type: HP Reverb G2
Make: HP
Tech: Ethen/Miheer
Date:4/25/25
Comments: Used Headset","HP Reverb G2","HP061",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",,,,,"05/29/2025 02:36 PM","Operational",,"","","","",,
"0ulKRWyYxn","Headset HP HP062","Headset Type: HP Reverb G2
Make: HP
Tech: Ethen/Miheer
Date:4/25/25
Comments: Used Headset","HP Reverb G2","HP062",,,"Pulseworks Shop",,,,"Assets","","",,"",,"","","",false,,,,"05/29/2025 02:36 PM","Operational",,"","","","",,
