"ID","PM Template Id","PM Template Name","Schedule Type","Starts on Date","End on Date","Time Zone","This Reoccurs Every (Number)","This Reoccurs Every (Days/Weeks/Years)","On Day(s) of week","On Day(s) of month","Creation Cadence Interval","Creation Cadence Frequency","Is Next Occurrence Based On Completion (Yes/No)","Last Work Order Due Date","Next Work Order Due Date","Next Trigger Date","Asset Id","Asset Name","Location Id","Location Name","Meter Id","Meter Name","Meter Condition (Every/Less Than/Greater Than/Exactly)","Meter Condition Value","Meter Due Frequency","Meter Due Interval","Primary Assignee Id","Primary Assignee Email","Additional Assignee IDs","Additional Assignee Emails","Team Id","Team Name","Schedule Paused (Yes/No)"
"6846d7a8cf3fcd1609b04674","6846d7a8cf3fcd1609b04673","Daily Opening Checklist - Patriots Point - ESP","calendar","06/09/2025 09:44 AM","","America/New_York",1,"day(s)","","",1,"day(s)","yes","07/31/2026 09:00 AM","","","FDXZFBFB0A","ESP024","CLQoIgtsFc","Patriots Point-Patriots Point Naval & Maritime Museum (FANA)","","","",,"",,"gAuFFsvXAp","patriotspoint@pulseworksops.com","","","K498alaMB2","Patriots Point",""
"6846d803ed4ffa15b9fecbca","6846d803ed4ffa15b9fecbc9","Daily Closing Checklist - Patriots Point - ESP","calendar","06/09/2025 09:46 AM","","America/New_York",1,"day(s)","","",1,"day(s)","yes","06/22/2025 09:00 AM","","","FDXZFBFB0A","ESP024","CLQoIgtsFc","Patriots Point-Patriots Point Naval & Maritime Museum (FANA)","","","",,"",,"gAuFFsvXAp","patriotspoint@pulseworksops.com","","","K498alaMB2","Patriots Point",""
"6846d8701cb5d3e550c15760","6846d8701cb5d3e550c1575f","Daily Closing Checklist - Patriots Point - VRT","calendar","06/09/2025 09:48 AM","","America/New_York",1,"day(s)","","",1,"day(s)","yes","06/09/2025 09:00 AM","","","AXtm6DDg2T","VRT012","CLQoIgtsFc","Patriots Point-Patriots Point Naval & Maritime Museum (FANA)","","","",,"",,"gAuFFsvXAp","patriotspoint@pulseworksops.com","","","K498alaMB2","Patriots Point",""
"6884081e918451c7534890c8","6884081e918451c7534890c7","Monthly-SCH-Morphis","calendar","08/25/2025 07:37 PM","","America/New_York",1,"month(s)","","",1,"month(s)","yes","08/07/2026 07:00 PM","","","EKVGLPR7Au","CM006","vTyAjUDtkF","SCH-Space Center Houston","","","",,"",,"oDXgyz305z","systems@spacecenter.org","7ver7Ztok7, ZSvCKjpOKJ, oDXgyz305z","1666639165+facilities@spacecenter.org, 1711065270+avargas@spacecenter.org, systems@spacecenter.org","Bxhk8qjuP9","SCH Staff",""
"688408bb25933de24f021d03","688408bb25933de24f021d02","6 Month-SCH-Morphis","calendar","01/25/2026 07:42 PM","","America/New_York",6,"month(s)","","",6,"month(s)","yes","01/07/2027 06:00 PM","","","EKVGLPR7Au","CM006","vTyAjUDtkF","SCH-Space Center Houston","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","","","","",""
"68840d9d918451c75348bbaf","68840d9d918451c75348bbae","Monthly-SCH-4DX bases","calendar","08/25/2025 08:01 PM","","America/New_York",1,"month(s)","","",1,"month(s)","yes","08/08/2026 07:30 PM","","","t5xHo8J1cM","4DXSH1-020","vTyAjUDtkF","SCH-Space Center Houston","","","",,"",,"oDXgyz305z","systems@spacecenter.org","","","Bxhk8qjuP9","SCH Staff",""
"68840d9d918451c75348bbb1","68840d9d918451c75348bbae","Monthly-SCH-4DX bases","calendar","08/25/2025 08:03 PM","","America/New_York",1,"month(s)","","",1,"month(s)","yes","08/08/2026 07:30 PM","","","6GACg0YpyN","4DXSH2-004","vTyAjUDtkF","SCH-Space Center Houston","","","",,"",,"oDXgyz305z","systems@spacecenter.org","","","Bxhk8qjuP9","SCH Staff",""
"68840d9d918451c75348bbb3","68840d9d918451c75348bbae","Monthly-SCH-4DX bases","calendar","08/25/2025 08:03 PM","","America/New_York",1,"month(s)","","",1,"month(s)","yes","08/08/2026 07:30 PM","","","PY8G0Qg4wF","4DXSH2-009","vTyAjUDtkF","SCH-Space Center Houston","","","",,"",,"oDXgyz305z","systems@spacecenter.org","","","Bxhk8qjuP9","SCH Staff",""
"68840f6fa64eb1b65ed866f3","68840f6fa64eb1b65ed866f2","6 Month-SCH-4DX bases","calendar","07/25/2025 08:11 PM","","America/New_York",6,"month(s)","","",6,"month(s)","yes","01/08/2027 06:30 PM","","","t5xHo8J1cM","4DXSH1-020","vTyAjUDtkF","SCH-Space Center Houston","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","","","","",""
"68840f6fa64eb1b65ed866f5","68840f6fa64eb1b65ed866f2","6 Month-SCH-4DX bases","calendar","07/25/2025 08:12 PM","","America/New_York",6,"month(s)","","",6,"month(s)","yes","01/08/2027 06:30 PM","","","6GACg0YpyN","4DXSH2-004","vTyAjUDtkF","SCH-Space Center Houston","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","","","","",""
"68840f6fa64eb1b65ed866f7","68840f6fa64eb1b65ed866f2","6 Month-SCH-4DX bases","calendar","07/25/2025 08:12 PM","","America/New_York",6,"month(s)","","",6,"month(s)","yes","01/08/2027 06:30 PM","","","PY8G0Qg4wF","4DXSH2-009","vTyAjUDtkF","SCH-Space Center Houston","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","","","","",""
"68acedc60a615ba3fbba8890","68acedc60a615ba3fbba888f","Monthly PM -MOA- VRT","calendar","08/25/2025 07:17 PM","06/29/2026 06:49 AM","America/New_York",1,"month(s)","","",1,"month(s)","yes","","","","CiA6ByBI1J","VRT011","RVHSCT8dNH","Museum of Aviation","","","",,"",,"EN3qD7POcv","giftshop@museumofaviation.org","","","3rHrptjVIn","MOA",""
"68acedc670b34a1b42af75fb","68acedc670b34a1b42af75fa","Monthly PM - LSC - ESP","calendar","08/30/2025 04:01 PM","","America/New_York",1,"month(s)","","",1,"month(s)","yes","08/22/2026 09:00 AM","","","B3dzP3ax7r","ESP018","MiTiap5jDS","LSC-Liberty Science Center","","","",,"",,"k8cUqGjdvC","exhibitmaintenance@lsc.org","","","","",""
"68acedc8c2621cf11c1b0487","68acedc8c2621cf11c1b0486","6 Month PM -SLSC- VRT","calendar","08/25/2025 07:17 PM","","America/New_York",6,"month(s)","","",6,"month(s)","yes","11/05/2026 08:00 AM","","","I9Cb3tWL1J","VRT007","TWE6Y4gNnA","SLSC-St. Louis Science Center","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","","","","",""
"68acedc90a615ba3fbba88e2","68acedc90a615ba3fbba88e1","Monthly PM -COSI-ESP","calendar","08/25/2025 07:17 PM","","America/Los_Angeles",1,"month(s)","","",1,"month(s)","yes","08/25/2025 07:17 PM","","","xqiFyXYcJq","ESP033","JPmMAHxHmB","Pulseworks Warehouse","","","",,"",,"8OSo7s1WWY","mbrubaker@cosi.org","","","","",""
"68acedc91f9ae965f7427304","68acedc91f9ae965f7427303","Monthly PM -SLSC-VRT","calendar","08/25/2025 07:17 PM","","America/New_York",1,"month(s)","","",1,"month(s)","yes","06/05/2026 09:00 AM","","","I9Cb3tWL1J","VRT007","TWE6Y4gNnA","SLSC-St. Louis Science Center","","","",,"",,"otsApyrEFw","slsc@pulseworksops.com","","","CGCg5KJWH9","SLSC",""
"68acedca316ed2ef0e065e1c","68acedca316ed2ef0e065e1b","6 Month PM - CSC ESP 1","calendar","08/25/2025 07:17 PM","03/17/2026 08:35 AM","America/Los_Angeles",6,"month(s)","","",6,"month(s)","yes","","","","s8dcVT3tKh","ESP005","v7IDV4LBev","CSC-California Science Center","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","","","","",""
"68acedcad70e8d8cbdefdf44","68acedcad70e8d8cbdefdf43","6 Month PM - CSC ESP 2","calendar","08/25/2025 07:17 PM","","America/Los_Angeles",6,"month(s)","","",6,"month(s)","yes","09/16/2026 12:00 AM","","","oBtYa6AkBu","ESP008","v7IDV4LBev","CSC-California Science Center","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","","","","",""
"68acedcb25904f3fcdca9eee","68acedcb25904f3fcdca9eed","6 Month PM - USSRC- Morphis","calendar","08/25/2025 07:17 PM","","America/New_York",6,"month(s)","","",6,"month(s)","yes","01/10/2027 08:00 AM","","","CDzEDG5kHd","CM007","gA4dLDrrSj","USSRC-U.S. Space and Rocket Center","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","","","FvWWdv17FD","Maintenance  Team",""
"68acedd00d124d136ef8226f","68acedd00d124d136ef8226e","6 Month PM -HAZY-VRT","calendar","12/10/2025 10:17 PM","","America/Los_Angeles",6,"month(s)","","",6,"month(s)","yes","01/03/2027 11:00 AM","","","vLYZaoYhlV","VRT009","IPAnfsuP1N","HAZY-Steven F. Udvar-Hazy Center","","","",,"",,"yV6pEAj4zw","mnorris@pulseworks.com","ylBAU3AZYr","maintenance@pulseworks.com","nipKATx7wP","DC",""
"68acedd070b34a1b42af7650","68acedd070b34a1b42af764f","6 Month PM -HAZY-Morphis","calendar","08/25/2025 07:17 PM","","America/New_York",6,"month(s)","","",6,"month(s)","yes","09/27/2026 09:00 AM","","","15OysgzeY7","CM018","IPAnfsuP1N","HAZY-Steven F. Udvar-Hazy Center","","","",,"",,"yV6pEAj4zw","mnorris@pulseworks.com","ylBAU3AZYr","maintenance@pulseworks.com","nipKATx7wP","DC",""
"68acedd57756eb5549432ae8","68acedd57756eb5549432ae7","Monthly PM - USSRC- Morphis","calendar","08/30/2025 01:33 PM","","America/New_York",1,"month(s)","","",1,"month(s)","yes","08/10/2026 09:00 AM","","","CDzEDG5kHd","CM007","gA4dLDrrSj","USSRC-U.S. Space and Rocket Center","","","",,"",,"mXM4MbTGNV","ussarc@pulseworksops.com","","","g34YtzLklu","USSaRC",""
"68acedd7316ed2ef0e065ebe","68acedd7316ed2ef0e065ebd","Monthly PM-PulseworksShop-4DXTestBase","calendar","08/25/2025 07:17 PM","","America/New_York",1,"month(s)","","",1,"month(s)","yes","09/26/2025 07:17 PM","","","ExhAlOoIXU","4DXSH1-008","hVj7NRlwZI","Pulseworks Shop","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","","","D8Pcz4pL9X","Pulseworks Main Techs",""
"68acedd81f9ae965f74273aa","68acedd81f9ae965f74273a9","6 Month PM- ARMY-VR Arena","calendar","09/29/2025 12:33 PM","03/17/2026 08:33 AM","America/New_York",6,"month(s)","","",6,"month(s)","yes","","","","wtCs41BVD9","VRA001","fFhvO1Ntwe","ARMY-National Museum of The United States Army","","","",,"",,"yV6pEAj4zw","mnorris@pulseworks.com","ylBAU3AZYr","maintenance@pulseworks.com","nipKATx7wP","DC",""
"68acedd870b34a1b42af76ce","68acedd870b34a1b42af76cd","6 Month PM-ARMY-VRT","calendar","10/10/2025 02:56 PM","03/17/2026 08:33 AM","America/New_York",6,"month(s)","","",6,"month(s)","yes","","","","rqTh0r0Lia","VRT017","fFhvO1Ntwe","ARMY-National Museum of The United States Army","","","",,"",,"yV6pEAj4zw","mnorris@pulseworks.com","ylBAU3AZYr","maintenance@pulseworks.com","nipKATx7wP","DC",""
"68acedd925904f3fcdca9f7b","68acedd925904f3fcdca9f7a","6 Month PM-LEX-Galaxy","calendar","09/27/2025 08:46 AM","","America/Los_Angeles",6,"month(s)","","",6,"month(s)","yes","01/09/2027 11:00 AM","","","On5Lvjo9Sk","FANA-509  Galaxy","VryU95E8dv","LEX-USS Lexington Museum (FANA)","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","","","","",""
"68acedd970b34a1b42af76e9","68acedd970b34a1b42af76e8","6 Month PM-Alabama-Galaxy","calendar","08/25/2025 07:17 PM","","America/New_York",6,"month(s)","","",6,"month(s)","yes","01/01/2027 08:00 AM","","","hGzl3U8J9b","FANA-90601 Galaxy","7XaKMpqkoH","Alabama- USS Alabama Battleship (FANA)","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","","","","",""
"68acedd980f0eeb4ba7999ee","68acedd980f0eeb4ba7999ed","Weekly PM-Alabama-Galaxy","calendar","08/25/2025 07:17 PM","","America/New_York",1,"week(s)","","",1,"week(s)","yes","08/04/2026 09:02 AM","","","hGzl3U8J9b","FANA-90601 Galaxy","7XaKMpqkoH","Alabama- USS Alabama Battleship (FANA)","","","",,"",,"fAA6dFITQO","ussalabama@pulseworksops.com","","","fMxZi1RNz0","USS Alabama",""
"68acedda0a615ba3fbba8962","68acedda0a615ba3fbba8961","Monthly PM-LEX-Galaxy","calendar","09/04/2025 11:58 AM","","America/Los_Angeles",1,"month(s)","","",1,"month(s)","yes","08/09/2026 12:00 PM","","","On5Lvjo9Sk","FANA-509  Galaxy","VryU95E8dv","LEX-USS Lexington Museum (FANA)","","","",,"",,"ZjLIKYNknS","usslexington@pulseworksops.com","","","qFOLp89hxV","LEX",""
"68acedda7f349daaa5b3f89d","68acedda7f349daaa5b3f89c","Monthly-Alabama-Galaxy","calendar","08/25/2025 07:17 PM","","America/New_York",1,"month(s)","","",1,"month(s)","yes","08/01/2026 09:00 AM","","","hGzl3U8J9b","FANA-90601 Galaxy","7XaKMpqkoH","Alabama- USS Alabama Battleship (FANA)","","","",,"",,"fAA6dFITQO","ussalabama@pulseworksops.com","","","fMxZi1RNz0","USS Alabama",""
"68aceddb0d124d136ef822f8","68aceddb0d124d136ef822f7","Weekly PM -LEX-Galaxy","calendar","08/25/2025 07:17 PM","","America/Chicago",1,"week(s)","","",1,"week(s)","yes","08/07/2026 10:00 PM","","","On5Lvjo9Sk","FANA-509  Galaxy","VryU95E8dv","LEX-USS Lexington Museum (FANA)","","","",,"",,"ZjLIKYNknS","usslexington@pulseworksops.com","","","qFOLp89hxV","LEX",""
"68aceddc1f9ae965f74273c1","68aceddc1f9ae965f74273c0","Monthly-CSC2-ESP1","calendar","08/28/2025 02:11 PM","03/17/2026 08:35 AM","America/Los_Angeles",1,"month(s)","","",1,"month(s)","yes","","","","s8dcVT3tKh","ESP005","v7IDV4LBev","CSC-California Science Center","","","",,"",,"ZUwhZ7WhQ8","csc@pulseworksops.com","","","UDiyCSYyl0","CSC",""
"68aceddcd70e8d8cbdefdffb","68aceddcd70e8d8cbdefdffa","Monthly-CSC2-ESP2","calendar","08/25/2025 07:17 PM","","America/Los_Angeles",1,"month(s)","","",1,"month(s)","yes","04/13/2026 12:00 PM","","","oBtYa6AkBu","ESP008","v7IDV4LBev","CSC-California Science Center","","","",,"",,"ZUwhZ7WhQ8","csc@pulseworksops.com","","","UDiyCSYyl0","CSC",""
"68e8facdf47a6ab1088f1565","68e8facdf47a6ab1088f1564","Monthly PM - Intrepid - 4DXs","calendar","10/10/2025 08:42 AM","","America/New_York",1,"month(s)","","",1,"month(s)","yes","08/07/2026 09:00 AM","","","y9yzNdKW8P","4DXSH2-005","FS8LORSa6k","Intrepid - Intrepid Sea Air & Space Museum (FANA)","","","",,"",,"JJIau24kD6","dwood@pulseworks.com","","","gqV9lF8ZUr","INTREPID",""
"68e8facdf47a6ab1088f1567","68e8facdf47a6ab1088f1564","Monthly PM - Intrepid - 4DXs","calendar","10/10/2025 08:48 AM","","America/New_York",1,"month(s)","","",1,"month(s)","yes","08/07/2026 09:00 AM","","","FDizZSyRkI","4DXSH2-006","FS8LORSa6k","Intrepid - Intrepid Sea Air & Space Museum (FANA)","","","",,"",,"JJIau24kD6","dwood@pulseworks.com","","","gqV9lF8ZUr","INTREPID",""
"68e8facdf47a6ab1088f1569","68e8facdf47a6ab1088f1564","Monthly PM - Intrepid - 4DXs","calendar","10/10/2025 08:48 AM","","America/New_York",1,"month(s)","","",1,"month(s)","yes","08/07/2026 09:00 AM","","","TGGR3JpP8K","4DXSH1-016","FS8LORSa6k","Intrepid - Intrepid Sea Air & Space Museum (FANA)","","","",,"",,"JJIau24kD6","dwood@pulseworks.com","","","gqV9lF8ZUr","INTREPID",""
"68e9068ea40781911fe6505e","68e9068ea40781911fe6505d","6 Month - Midway - PSBs","calendar","10/10/2025 10:10 AM","","America/Los_Angeles",6,"month(s)","","",6,"month(s)","yes","10/15/2026 12:00 PM","","","vaVxJuTk9z","PSB001","Fq0zup6ZVD","Midway - USS Midway Museum (FANA)","","","",,"",,"dwPW0qg8rq","jjohnson@pulseworksops.com","ylBAU3AZYr, Irz2y3WKWA","maintenance@pulseworks.com, ussmidway@pulseworksops.com","ewkq10wsJ3","Midway ",""
"68e9071a590f01ac3f6be12d","68e9068ea40781911fe6505d","6 Month - Midway - PSBs","calendar","10/10/2025 10:14 AM","","America/Los_Angeles",6,"month(s)","","",6,"month(s)","yes","10/15/2026 12:00 PM","","","45EXsrHzPo","PSB002","Fq0zup6ZVD","Midway - USS Midway Museum (FANA)","","","",,"",,"dwPW0qg8rq","jjohnson@pulseworksops.com","ylBAU3AZYr, Irz2y3WKWA","maintenance@pulseworks.com, ussmidway@pulseworksops.com","ewkq10wsJ3","Midway ",""
"68e9071a590f01ac3f6be12f","68e9068ea40781911fe6505d","6 Month - Midway - PSBs","calendar","10/10/2025 10:16 AM","","America/Los_Angeles",6,"month(s)","","",6,"month(s)","yes","10/15/2026 12:00 PM","","","w9dkaFR3Z3","PSB003","Fq0zup6ZVD","Midway - USS Midway Museum (FANA)","","","",,"",,"dwPW0qg8rq","jjohnson@pulseworksops.com","ylBAU3AZYr, Irz2y3WKWA","maintenance@pulseworks.com, ussmidway@pulseworksops.com","ewkq10wsJ3","Midway ",""
"68e90b7d14f8067ceddd94d1","68e90b7d14f8067ceddd94d0","Annual PMs - MOF - I360s","calendar","10/10/2025 10:27 AM","","America/Los_Angeles",1,"year(s)","","",1,"year(s)","yes","05/19/2027 12:00 PM","","","Oz7dyhf0ey","PW028","ysPT8k6xP4","MOF-Museum of Flight","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","4UyfdqgTLk","jbreability@gmail.com","","",""
"68e90b7d14f8067ceddd94d3","68e90b7d14f8067ceddd94d0","Annual PMs - MOF - I360s","calendar","10/10/2025 10:32 AM","","America/Los_Angeles",1,"year(s)","","",3,"year(s)","yes","05/19/2027 12:00 PM","","","uoLrAgHCHp","PW029","ysPT8k6xP4","MOF-Museum of Flight","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","4UyfdqgTLk","jbreability@gmail.com","","",""
"68e90b7d14f8067ceddd94d5","68e90b7d14f8067ceddd94d0","Annual PMs - MOF - I360s","calendar","10/10/2025 10:32 AM","","America/Los_Angeles",1,"year(s)","","",1,"year(s)","yes","05/19/2027 12:00 PM","","","jH475YFNS1","PW030","ysPT8k6xP4","MOF-Museum of Flight","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","4UyfdqgTLk","jbreability@gmail.com","","",""
"68e90b7d14f8067ceddd94d7","68e90b7d14f8067ceddd94d0","Annual PMs - MOF - I360s","calendar","10/10/2025 10:33 AM","","America/Los_Angeles",1,"year(s)","","",1,"year(s)","yes","05/19/2027 12:00 PM","","","7ErKuGpDja","PW031","ysPT8k6xP4","MOF-Museum of Flight","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","4UyfdqgTLk","jbreability@gmail.com","","",""
"68e90e12e71108f0125b3e7f","68e90e12e71108f0125b3e7e","Monthly PM - MOF -I360s","calendar","10/10/2025 10:40 AM","","America/Los_Angeles",1,"month(s)","","",1,"month(s)","yes","10/10/2025 12:00 PM","","","Oz7dyhf0ey","PW028","ysPT8k6xP4","MOF-Museum of Flight","","","",,"",,"4OwZbHJHG7","mof@pulseworksops.com","4UyfdqgTLk","jbreability@gmail.com","oDKJFi8VLs","MOF",""
"68e90e12e71108f0125b3e81","68e90e12e71108f0125b3e7e","Monthly PM - MOF -I360s","calendar","10/10/2025 10:43 AM","","America/Los_Angeles",1,"month(s)","","",1,"month(s)","yes","10/10/2025 12:00 PM","","","uoLrAgHCHp","PW029","ysPT8k6xP4","MOF-Museum of Flight","","","",,"",,"4OwZbHJHG7","mof@pulseworksops.com","4UyfdqgTLk","jbreability@gmail.com","oDKJFi8VLs","MOF",""
"68e90e12e71108f0125b3e83","68e90e12e71108f0125b3e7e","Monthly PM - MOF -I360s","calendar","10/10/2025 10:43 AM","","America/Los_Angeles",1,"month(s)","","",1,"month(s)","yes","10/10/2025 12:00 PM","","","jH475YFNS1","PW030","ysPT8k6xP4","MOF-Museum of Flight","","","",,"",,"4OwZbHJHG7","mof@pulseworksops.com","4UyfdqgTLk","jbreability@gmail.com","oDKJFi8VLs","MOF",""
"68e90e12e71108f0125b3e85","68e90e12e71108f0125b3e7e","Monthly PM - MOF -I360s","calendar","10/10/2025 10:43 AM","","America/Los_Angeles",1,"month(s)","","",1,"month(s)","yes","10/10/2025 12:00 PM","","","7ErKuGpDja","PW031","ysPT8k6xP4","MOF-Museum of Flight","","","",,"",,"4OwZbHJHG7","mof@pulseworksops.com","4UyfdqgTLk","jbreability@gmail.com","oDKJFi8VLs","MOF",""
"68e90f586aac6b59e6fd93cb","68e90f586aac6b59e6fd93ca","Monthly PM - MOF - PSBs","calendar","10/10/2025 10:47 AM","","America/Los_Angeles",1,"month(s)","","",1,"month(s)","yes","10/10/2025 12:00 PM","","","uFR944xPZh","PSB004","ysPT8k6xP4","MOF-Museum of Flight","","","",,"",,"4OwZbHJHG7","mof@pulseworksops.com","4UyfdqgTLk","jbreability@gmail.com","oDKJFi8VLs","MOF",""
"68e90f586aac6b59e6fd93cd","68e90f586aac6b59e6fd93ca","Monthly PM - MOF - PSBs","calendar","10/10/2025 10:48 AM","","America/Los_Angeles",1,"month(s)","","",1,"month(s)","yes","10/10/2025 12:00 PM","","","IpHrdNcrZ3","PSB005","ysPT8k6xP4","MOF-Museum of Flight","","","",,"",,"4OwZbHJHG7","mof@pulseworksops.com","4UyfdqgTLk","jbreability@gmail.com","oDKJFi8VLs","MOF",""
"68e91086efff916065c5ef57","68e91086efff916065c5ef56","Weekly PM - MOF - PSBs","calendar","10/10/2025 10:52 AM","","America/Los_Angeles",1,"week(s)","","",1,"week(s)","yes","10/10/2025 12:00 PM","","","uFR944xPZh","PSB004","ysPT8k6xP4","MOF-Museum of Flight","","","",,"",,"4OwZbHJHG7","mof@pulseworksops.com","","","oDKJFi8VLs","MOF",""
"68e91086efff916065c5ef59","68e91086efff916065c5ef56","Weekly PM - MOF - PSBs","calendar","10/10/2025 10:55 AM","","America/Los_Angeles",1,"week(s)","","",1,"week(s)","yes","10/10/2025 12:00 PM","","","IpHrdNcrZ3","PSB005","ysPT8k6xP4","MOF-Museum of Flight","","","",,"",,"4OwZbHJHG7","mof@pulseworksops.com","","","oDKJFi8VLs","MOF",""
"68e9118596be8c5fb0d33a31","68e9118596be8c5fb0d33a30","Annual PMs - MOF - PSBs","calendar","10/10/2025 10:57 AM","","America/Los_Angeles",1,"year(s)","","",1,"year(s)","yes","05/18/2027 12:00 PM","","","uFR944xPZh","PSB004","ysPT8k6xP4","MOF-Museum of Flight","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","4UyfdqgTLk","jbreability@gmail.com","","",""
"68e9118596be8c5fb0d33a33","68e9118596be8c5fb0d33a30","Annual PMs - MOF - PSBs","calendar","10/10/2025 10:59 AM","","America/Los_Angeles",1,"year(s)","","",1,"year(s)","yes","05/18/2027 12:00 PM","","","IpHrdNcrZ3","PSB005","ysPT8k6xP4","MOF-Museum of Flight","","","",,"",,"ylBAU3AZYr","maintenance@pulseworks.com","4UyfdqgTLk","jbreability@gmail.com","","",""
"68e91406cf9c0e060efa00e3","68e91406cf9c0e060efa00e2","6 Month PM - MSI - ESPs","calendar","10/10/2025 11:07 AM","","America/Chicago",6,"month(s)","","",6,"month(s)","yes","12/11/2026 09:00 AM","","","1Mk5pzcGxi","ESP001","sK4EYT3pXg","MSI-Museum of Science and Industry","","","",,"",,"yedcALmMjN","luper@pulseworks.com","vdz5ZYGpli, ylBAU3AZYr","gmsi@pulseworksops.com, maintenance@pulseworks.com","qB1HWqKD0B","Chicago ",""
"68e91406cf9c0e060efa00e5","68e91406cf9c0e060efa00e2","6 Month PM - MSI - ESPs","calendar","10/10/2025 11:09 AM","","America/Chicago",6,"month(s)","","",6,"month(s)","yes","12/11/2026 09:00 AM","","","zTlItRlXCO","ESP004","sK4EYT3pXg","MSI-Museum of Science and Industry","","","",,"",,"yedcALmMjN","luper@pulseworks.com","vdz5ZYGpli, ylBAU3AZYr","gmsi@pulseworksops.com, maintenance@pulseworks.com","qB1HWqKD0B","Chicago ",""
"68e9158c04b5a72fa282afee","68e9158c04b5a72fa282afed","Monthly PM - MSI - ESPs","calendar","10/10/2025 11:12 AM","","America/Chicago",1,"month(s)","","",1,"month(s)","yes","08/16/2026 10:00 AM","","","1Mk5pzcGxi","ESP001","sK4EYT3pXg","MSI-Museum of Science and Industry","","","",,"",,"yedcALmMjN","luper@pulseworks.com","vdz5ZYGpli","gmsi@pulseworksops.com","qB1HWqKD0B","Chicago ",""
"68e9158c04b5a72fa282aff0","68e9158c04b5a72fa282afed","Monthly PM - MSI - ESPs","calendar","10/10/2025 11:16 AM","","America/Chicago",1,"month(s)","","",1,"month(s)","yes","08/10/2026 10:00 AM","","","zTlItRlXCO","ESP004","sK4EYT3pXg","MSI-Museum of Science and Industry","","","",,"",,"yedcALmMjN","luper@pulseworks.com","vdz5ZYGpli","gmsi@pulseworksops.com","qB1HWqKD0B","Chicago ",""
"68e918dba0a28467a7f13572","68e918dba0a28467a7f13571","Weekly PM - MSI - ESPs","calendar","10/10/2025 11:29 AM","","America/Chicago",1,"week(s)","","",1,"week(s)","yes","08/03/2026 10:00 AM","","","1Mk5pzcGxi","ESP001","sK4EYT3pXg","MSI-Museum of Science and Industry","","","",,"",,"yedcALmMjN","luper@pulseworks.com","vdz5ZYGpli","gmsi@pulseworksops.com","qB1HWqKD0B","Chicago ",""
"68e918dba0a28467a7f13574","68e918dba0a28467a7f13571","Weekly PM - MSI - ESPs","calendar","10/10/2025 11:30 AM","","America/Chicago",1,"week(s)","","",1,"week(s)","yes","08/03/2026 10:00 AM","","","zTlItRlXCO","ESP004","sK4EYT3pXg","MSI-Museum of Science and Industry","","","",,"",,"yedcALmMjN","luper@pulseworks.com","vdz5ZYGpli","gmsi@pulseworksops.com","qB1HWqKD0B","Chicago ",""
"68e919aed075c64874a4778b","68e919aed075c64874a4778a","Monthly PM - MSI - I360s","calendar","10/10/2025 11:32 AM","","America/Chicago",1,"month(s)","","",1,"month(s)","yes","08/10/2026 10:00 AM","","","4hvAasZkkp","PW008","sK4EYT3pXg","MSI-Museum of Science and Industry","","","",,"",,"yedcALmMjN","luper@pulseworks.com","vdz5ZYGpli","gmsi@pulseworksops.com","qB1HWqKD0B","Chicago ",""
"68e919aed075c64874a4778d","68e919aed075c64874a4778a","Monthly PM - MSI - I360s","calendar","10/10/2025 11:33 AM","","America/Chicago",1,"month(s)","","",1,"month(s)","yes","08/10/2026 10:00 AM","","","o3E2TBOrfY","PW009","sK4EYT3pXg","MSI-Museum of Science and Industry","","","",,"",,"yedcALmMjN","luper@pulseworks.com","vdz5ZYGpli","gmsi@pulseworksops.com","qB1HWqKD0B","Chicago ",""
"68e919aed075c64874a4778f","68e919aed075c64874a4778a","Monthly PM - MSI - I360s","calendar","10/10/2025 11:33 AM","","America/Chicago",1,"month(s)","","",1,"month(s)","yes","08/10/2026 10:00 AM","","","HaIuM1NEW3","PW037","sK4EYT3pXg","MSI-Museum of Science and Industry","","","",,"",,"yedcALmMjN","luper@pulseworks.com","vdz5ZYGpli","gmsi@pulseworksops.com","qB1HWqKD0B","Chicago ",""
